Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:15,25-34,Government and Public Administration,Software Engineer Team Lead,R&D for DoD,"110,500",1500,USD,,,USA,District of Columbia,DC,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,35-44,Government and Public Administration,Epidemiologist,,"130,000",2500,USD,,,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:15,35-44,Utilities & Telecommunications,Commercial Director,,"170,000",75000,USD,,Monetary compensation is linked to company performance and can vary,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Man,Another option not listed here or prefer not to answer
4/27/2021 11:15,25-34,Media & Digital,Assistant Acquisitions Editor,Book publishing (academic nonfiction),"43,607",,USD,,,US,Massachusetts,Cambridge,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,18-24,Hospitality & Events,Executive Assistant and Projects Manager,,"47,000",0,USD,,,USA,California,Truckee,2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 11:15,45-54,Government and Public Administration,IT Analyst,A social services type department,"64,000",0,USD,,,US,North Carolina,Durham area,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,Business or Consulting,Sr Business Analyst,,"90,000",5000,USD,,,USA,Texas,Plano,8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 11:15,25-34,Insurance,Insurance Broker,,"65,000",8000,CAD,,,Canada,,Toronto,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:15,35-44,Business or Consulting,DoD Financial Analyst Consultant,,"90,000",0,USD,,,USA,Virginia,Alexandria,8 - 10 years,2 - 4 years,Master's degree,Man,Asian or Asian American
4/27/2021 11:15,35-44,Insurance,HCE Analyst ,HCE is HealthCare Economics,"59,800",1800,USD,,,USA,Massachusetts,Bedford,11 - 20 years,5-7 years,High School,Woman,White
4/27/2021 11:15,18-24,Recruitment or HR,Associate Recruiter,,"42,000",7000,USD,,additional $7000 is in commission,USA,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:15,25-34,Recruitment or HR,HRIS Support Technician,HR Systems and Information,"40,000",,USD,,,United States,Texas,San Antonio,2 - 4 years,1 year or less,College degree,Non-binary,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:15,25-34,Business or Consulting,Project Manager,,"60,000",5000,USD,,,United States of America,Michigan,Rochester Hills,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:15,35-44,Education (Higher Education),Admin Assistant IV,I provide administrative support to a centralized IT department,"46,000",,USD,,,US,Nevada,Reno,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Utilities & Telecommunications,Geospatial Data Technician II,GIS and data ,"58,000",,USD,,,USA,Minnesota,Saint Paul,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,35-44,Education (Higher Education),Information Resources and Services Support Specialist,"Basically, I'm non-librarian staff at an academic library","36,000",,USD,,,USA,Pennsylvania,Erie,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,"Accounting, Banking & Finance",Tax accountant,,"81,120",0,USD,,Self contactor,USA,,AtlantA,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:15,25-34,Government and Public Administration,Fisheries Management Specialist,,"91,000",3000,USD,,,US,Delaware,Dover,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,Media & Digital,Senior Managing Editor ,,"110,000",10000,USD,,,United States,,Decline to answer ,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:15,25-34,Media & Digital,Web Production Manager,I manage a team of web producers who produce a digital media site.,"72,800",7500,USD,,,US,North Carolina,Chapel Hill,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:15,35-44,Art & Design,director,art consulting agency,"60,000",18000,USD,,,USA,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,35-44,Government and Public Administration,Executive Agency Counsel,(I'm an attorney if that's not clear),"114,000",0,USD,,,Usa,New York,Brooklyn,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:16,18-24,Government and Public Administration,Librarian,,"31,000",0,USD,,,United States,Indiana,Fort Wayne,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,25-34,Education (Higher Education),Software developer,,"88,000",,USD,,,Usa,Massachusetts,Boston,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,45-54,Engineering or Manufacturing,Application Specialist,Sales of highly technical specialized measurement products ,"52,500",55000,CAD,,"Our pay structure is low base pay with considerable quarterly profit sharing that frequently exceeds our base pay and is based on individual and company performance. Even in 2020, the QPS exceeded the base pay",Canada,,Calgary AB,21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,25-34,Government and Public Administration,Public Information Officer,,"52,000",,USD,,,United States,Idaho,Boise,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,55-64,Government and Public Administration,Library Assistant,work in the computer lab,"24,000",0,USD,,,USA,Virginia,Bristol,21 - 30 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:16,25-34,Nonprofits,Research Assistant,,"53,000",1000,USD,,,USA,District of Columbia,Washington,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:16,35-44,Health care,Physician (FM),,"200,000",,USD,,,USA,,"Charlotte, NC",2 - 4 years,2 - 4 years,PhD,Woman,"Asian or Asian American, White"
4/27/2021 11:16,35-44,Education (Higher Education),Director of Enrollment Management,Responsible for the admissions and enrollment of graduate students at a university,"110,000",,USD,,,USA,Rhode Island,Providence,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
4/27/2021 11:16,45-54,Education (Higher Education),Corporate and Foundation Relations Manager,Primarily manage grant proposals and reports ,"41,470",,USD,,,US,Kentucky,Central Kentucky,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,35-44,"Accounting, Banking & Finance",Director ,,"158,000",76000,USD,,,United States,,"Jersey City, NJ",11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:16,35-44,Media & Digital,Taxonomy Analyst,"Title may not need context but industry does: Nonprofit publishing arm of large university, so I work in intersection of media/higher ed","76,100",11000,USD,,Bonus varies yearly and I probably won't get it this year,USA,Massachusetts,Boston,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:16,18-24,Business or Consulting,Application Development Analyst,it's project-based tech consulting - i don't actually develop!,"62,000",11625,USD,,The additional compensation is overtime - I charge about 5 hours of overtime a week paid at 1.5xmy hourly rate. ,USA,District of Columbia,DC,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
4/27/2021 11:16,35-44,Computing or Tech,Senior RFP Specialist,,"86,100",3500,USD,,,United States,New York,Rochester,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Media & Digital,Senior Editor,Senior Editor in Books Publishing,"71,800",4000,USD,,,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Education (Primary/Secondary),Program Coordinator,,"36,600",,USD,,,US,Rhode Island,Providence,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,"Marketing, Advertising & PR",Managing Supervisor,,"83,000",,USD,,,United States,Texas,Dallas,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,18-24,Engineering or Manufacturing,Electrical Engineer I,Consulting for buildings' power systems (hospitals/offices/labratories),"70,000",5000,USD,,"I just started my first out-of-college job in March, so the 5k bonus is a moving bonus, I'm not sure what my additional end of year bonus will be because my company does them but I haven't been around long enough",US,Washington,Seattle,1 year or less,1 year or less,College degree,Woman,White
4/27/2021 11:16,25-34,"Marketing, Advertising & PR",Marketing Manager / Senior Product Manager,,"52,000",5000,GBP,,,United Kingdom,,London,8 - 10 years,5-7 years,College degree,Man,"Asian or Asian American, White"
4/27/2021 11:16,25-34,Food Service,Shift Leader (Manager),,"35,400",350,USD,,,U.S.,Texas,Terrell,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Education (Primary/Secondary),Educational Technology Coordinator ,"I support teachers and students in a k12 international
School with using technology for teaching and learning. ","40,000",5000,EUR,,,Spain,,Barcelona,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Computing or Tech,QA and Testing Analyst II,,"56,271",3300,USD,,,USA,Utah,Lehi,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,55-64,Media & Digital,Managing Editor,"I do not have any “people management” responsibilities. I manage products - assigning tasks, ensuring deadlines are met etc.","90,000",9000,USD,,Bonus is 10 percent of base salary but amount can vary based on individual and company-wide performance.,United States,Pennsylvania,Full time remote from my home near a major PA city,31 - 40 years,31 - 40 years,College degree,Woman,White
4/27/2021 11:16,25-34,Nonprofits,Donor Relations Manager,,"70,000",0,USD,,,United States ,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Government and Public Administration,Student Paraprofessional,"I am in a position specifically for master's level students, most of my work is data entry. However, I work in public health and have been partially re-assigned to COVID. ","41,787",0,USD,,"This is a yearly salary for 40 hours a week/52 weeks a year.  However, realisitically I only work 20-25 hours a week. ",US,Minnesota,"St Paul, MN",8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,35-44,Transport or Logistics,Sr. Project Manager,,"104,000",3000,USD,,,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:16,25-34,Government and Public Administration,Admin Assistant ,,"50,821",,CAD,,,Canada,,Surrey BC,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Nonprofits,Science Manager,Environmental organization,"60,000",0,USD,,,USA,California,San Francisco,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:16,35-44,Nonprofits,Executive Director ,,"65,520",,USD,,,United States,Missouri,Saint Louis,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:16,25-34,Education (Primary/Secondary),Learning specialist,,"75,000",0,USD,,,USA ,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:16,25-34,"Accounting, Banking & Finance",Senior Accountant,,"80,000",5000,USD,,,United States,North Carolina,Greensboro,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Pharma,"Associate Director, Medical Communications",,"168,000",25000,USD,,,United States,,Remote (Chicago),11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
4/27/2021 11:16,25-34,Nonprofits,Data Analyst,,"85,000",,USD,,,USA,New York,New York,5-7 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 11:16,25-34,"Accounting, Banking & Finance",Banker,,"35,360",700,USD,,,United States,Minnesota,Northfield,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,45-54,Computing or Tech,Technical writer,,"50,000",,USD,,"I recently changed careers, so this is entry level despite my age.",US,Utah,Lehi,8 - 10 years,1 year or less,College degree,Woman,White
4/27/2021 11:16,35-44,Law,public defender,,"92,000",,USD,,,USA,Connecticut,Hartford,11 - 20 years,11 - 20 years,,Woman,White
4/27/2021 11:16,45-54,Education (Primary/Secondary),Special Education Teacher,,38,0,USD,,,USA,Idaho,Pocatello,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Government and Public Administration,Attorney ,Senior Attorney,"146,220",0,USD,,,United States,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:16,18-24,"Accounting, Banking & Finance",Analyst,,"90,000",55000,CAD,,,Canada,,Toronto,1 year or less,1 year or less,College degree,Woman,White
4/27/2021 11:16,45-54,Government and Public Administration,Senior IT Manager,,"125,000",0,USD,,,U.S.,Texas,Houston,21 - 30 years,11 - 20 years,High School,Man,White
4/27/2021 11:16,35-44,Government and Public Administration,HR Specialist,,"98,765",0,USD,,,US,California,Naval Base,21 - 30 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:16,25-34,Aerospace/Defense,Compensation Analyst,,"68,800",,USD,,,United States,Rhode Island,Providence,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:16,25-34,Engineering or Manufacturing,Controls System Engineer,,"72,000",0,USD,,,United States,Indiana,Indianapolis ,8 - 10 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:16,25-34,Computing or Tech,Senior Software Engineer,,"132,860",10000,USD,,,USA,Maryland,Columbia,11 - 20 years,8 - 10 years,Master's degree,Woman,Black or African American
4/27/2021 11:16,35-44,Government and Public Administration,Payment Services Officer,Employment Insurance,"58,000",10000,CAD,,,Canada,,Edmonton,11 - 20 years,1 year or less,College degree,Man,"Asian or Asian American, White"
4/27/2021 11:16,45-54,Computing or Tech,senior primary systems engineer ,,"117,000",6,USD,,,usa,California,N/A,31 - 40 years,11 - 20 years,College degree,Woman,Black or African American
4/27/2021 11:16,25-34,Art & Design,Graphic Designer,,"27,300",0,USD,,,United States,South Carolina,Greenville,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,25-34,Computing or Tech,Mechanical Engineer,,"135,000",85000,USD,,,USA,Washington,Seattle,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Nonprofits,Internal Communications and Engagement Manager,,"42,000",0,GBP,,,UK,,London,21 - 30 years,11 - 20 years,College degree,Man,White
4/27/2021 11:16,25-34,Computing or Tech,Senior Executive Assistant,,"130,000",0,USD,,,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:16,45-54,Government and Public Administration,Planning & Development Director,,"89,980",0,USD,,,United States,Texas,Dallas/Fort Worth region,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:16,25-34,Education (Primary/Secondary),Art Teacher,,"41,000",,USD,,"Im a second year teacher, pay goes up every consecutive year",US,North Carolina,Winston-Salem,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Government and Public Administration,Statistician,,"114,059",3000,USD,,,USA,Maryland,Suitland ,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Another option not listed here or prefer not to answer"
4/27/2021 11:16,25-34,Media & Digital,Brand Manager,,"95,000",,USD,,"I currently work for a book publisher, but my work is largely focused on film, TV, and digital media.",United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
4/27/2021 11:16,25-34,Health care,Business and Governance Lead,,"45,000",0,GBP,,Supporting clinical governance in NHS operational services,UK,,Chester,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,25-34,Education (Higher Education),Retention Specialist and Coordinator for Academic Programs,Essentially I advise students and coordinate a tutoring program. ,"48,000",0,USD,,,U.S.,Colorado,Fort Collins,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,"Leisure, Sport & Tourism",Billing and Commission Specialist,,"40,206",0,USD,,,United States,Texas,Plano,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,25-34,Management Consulting,Compensation Manager,,"180,000",21000,USD,,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:16,35-44,Engineering or Manufacturing,Principal Integration and Test Engineer,Aerospace Manufacturing,"118,000",0,USD,,,United States,Florida,Merritt Island,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:16,35-44,Pharmaceutical,Principal Scientist,,"126,000",15000,USD,,,US,Massachusetts,Cambridge,11 - 20 years,11 - 20 years,College degree,Woman,White
