id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
2452,Big Points,2.0,5.0,20.0,2008.0,Set Collection,Abstract Strategy,"Brigitte Ditt, Wolfgang Ditt",https://boardgamegeek.com/boardgame/34004/big-points
2453,Elk Fest,2.0,2.0,15.0,1999.0,Modular Board,"Action / Dexterity, Animals, Racing",Hermann Huber,https://boardgamegeek.com/boardgame/403/elk-fest
2454,Buffy the Vampire Slayer: The Board Game,1.0,6.0,60.0,2016.0,"Co-operative Play, Hand Management, Variable Player Powers","Fantasy, Horror, Movies / TV / Radio theme","Josh Derksen, Thomas M. Gofton, Dan Hoang, Aron Murch, Cameron Parkinson",https://boardgamegeek.com/boardgame/203102/buffy-vampire-slayer-board-game
2455,Tin Goose,3.0,5.0,150.0,2016.0,"Auction/Bidding, Point to Point Movement, Route/Network Building","Aviation / Flight, Economic",Matt Calkins,https://boardgamegeek.com/boardgame/133285/tin-goose
2456,Cytosis: A Cell Biology Game,2.0,5.0,90.0,2017.0,"Dice Rolling, Press Your Luck, Set Collection, Worker Placement","Economic, Educational, Fantasy, Industry / Manufacturing, Medical",John Coveyou,https://boardgamegeek.com/boardgame/202977/cytosis-cell-biology-game
2457,Unspeakable Words,2.0,6.0,30.0,2007.0,Player Elimination,"Card Game, Horror, Word Game","James Ernest, Mike Selinker",https://boardgamegeek.com/boardgame/24304/unspeakable-words
2458,Game of Trains,2.0,4.0,30.0,2015.0,Pattern Building,"Card Game, Puzzle, Trains","Alexey Konnov, Alexey Paltsev, Anatoliy Shklyarov",https://boardgamegeek.com/boardgame/180602/game-trains
2459,Pokémon Trading Card Game,2.0,2.0,20.0,1996.0,"Card Drafting, Variable Player Powers","Card Game, Collectible Components, Fantasy, Fighting, Movies / TV / Radio theme","Takumi Akabane, Tsunekaz Ishihara",https://boardgamegeek.com/boardgame/2165/pokemon-trading-card-game
2460,Sumeria,3.0,4.0,60.0,2009.0,"Area Control / Area Influence, Point to Point Movement, Set Collection","Abstract Strategy, Ancient",Dirk Liekens,https://boardgamegeek.com/boardgame/39832/sumeria
2461,Anno 1503,2.0,4.0,90.0,2003.0,Tile Placement,"City Building, Civilization, Exploration, Video Game Theme",Klaus Teuber,https://boardgamegeek.com/boardgame/8166/anno-1503
2462,Incursion,2.0,2.0,120.0,2009.0,"Action Point Allowance System, Dice Rolling, Grid Movement, Variable Player Powers","Dice, Miniatures, Science Fiction, Wargame, World War II",Jim Bailey,https://boardgamegeek.com/boardgame/40603/incursion
2463,Taluva Deluxe,2.0,4.0,45.0,2015.0,"Modular Board, Tile Placement","City Building, Territory Building",Marcel-André Casasola Merkle,https://boardgamegeek.com/boardgame/188076/taluva-deluxe
2464,Nicht die Bohne!,3.0,6.0,45.0,1999.0,"Simultaneous Action Selection, Trading",Card Game,Horst-Rainer Rösner,https://boardgamegeek.com/boardgame/192/nicht-die-bohne
2465,Lines of Action,2.0,2.0,20.0,1969.0,"Grid Movement, Pattern Building",Abstract Strategy,Claude Soucie,https://boardgamegeek.com/boardgame/3406/lines-action
2466,Utopia Engine,1.0,1.0,60.0,2010.0,"Dice Rolling, Paper-and-Pencil, Time Track","Dice, Exploration, Math, Print & Play, Science Fiction",Nick Hayes,https://boardgamegeek.com/boardgame/75223/utopia-engine
2467,Coney Island,2.0,4.0,60.0,2011.0,"Area Enclosure, Tile Placement",Economic,Michael Schacht,https://boardgamegeek.com/boardgame/106999/coney-island
2468,Cosmic Run,1.0,4.0,30.0,2015.0,"Dice Rolling, Press Your Luck","Dice, Science Fiction","Steve Finn, Seamus Finn",https://boardgamegeek.com/boardgame/171110/cosmic-run
2469,Pirate Fluxx,2.0,6.0,40.0,2011.0,"Hand Management, Set Collection, Take That","Card Game, Pirates",Andrew Looney,https://boardgamegeek.com/boardgame/73538/pirate-fluxx
2470,11 nimmt!,2.0,7.0,30.0,2010.0,Hand Management,Card Game,Wolfgang Kramer,https://boardgamegeek.com/boardgame/63706/11-nimmt
2471,Too Many Cooks,2.0,5.0,30.0,2002.0,"Hand Management, Set Collection, Trick-taking, Voting",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/3632/too-many-cooks
2472,1853.0,3.0,6.0,180.0,1989.0,"Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Francis Tresham,https://boardgamegeek.com/boardgame/1493/1853
2473,Lascaux,3.0,5.0,25.0,2007.0,"Auction/Bidding, Set Collection, Simultaneous Action Selection","Animals, Bluffing, Card Game, Prehistoric","Dominique Ehrhard, Michel Lalet",https://boardgamegeek.com/boardgame/30932/lascaux
2474,Times Square,2.0,2.0,30.0,2006.0,Hand Management,"Card Game, Movies / TV / Radio theme",Reiner Knizia,https://boardgamegeek.com/boardgame/22245/times-square
2475,Caribbean,2.0,4.0,30.0,2004.0,"Action / Movement Programming, Auction/Bidding, Pick-up and Deliver, Simultaneous Action Selection",Pirates,"Michail Antonow, Jens-Peter Schliemann",https://boardgamegeek.com/boardgame/13301/caribbean
2476,Outside the Scope of BGG,0.0,0.0,0.0,0.0,none,none,(Uncredited),https://boardgamegeek.com/boardgame/23953/outside-scope-bgg
2477,Sultaniya,2.0,4.0,45.0,2014.0,"Pattern Building, Set Collection, Tile Placement","Arabian, City Building, Puzzle",Charles Chevallier,https://boardgamegeek.com/boardgame/145012/sultaniya
2478,Nuclear Proliferation,2.0,6.0,30.0,1992.0,"Hand Management, Take That, Variable Player Powers","Card Game, Modern Warfare, Negotiation, Political, Wargame",Douglas Malewicki,https://boardgamegeek.com/boardgame/1212/nuclear-proliferation
2479,The Lord of the Rings: The Two Towers Deck-Building Game,2.0,5.0,45.0,2013.0,Deck / Pool Building,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based",Matt Hyra,https://boardgamegeek.com/boardgame/142555/lord-rings-two-towers-deck-building-game
2480,Bob Ross: Art of Chill Game,2.0,4.0,30.0,2017.0,"Action Point Allowance System, Dice Rolling, Hand Management, Set Collection","Card Game, Dice, Movies / TV / Radio theme",Prospero Hall,https://boardgamegeek.com/boardgame/231696/bob-ross-art-chill-game
2481,Samarkand,2.0,5.0,30.0,1980.0,"Pick-up and Deliver, Set Collection, Trading","Arabian, Economic",Sid Sackson,https://boardgamegeek.com/boardgame/364/samarkand
2482,Exploding Kittens: NSFW Deck,2.0,5.0,20.0,2015.0,"Hand Management, Player Elimination, Press Your Luck, Set Collection, Take That","Animals, Card Game, Comic Book / Strip, Humor","Matthew Inman, Elan Lee, Shane Small",https://boardgamegeek.com/boardgame/172242/exploding-kittens-nsfw-deck
2483,Doge,3.0,4.0,45.0,2000.0,"Area Control / Area Influence, Auction/Bidding, Simultaneous Action Selection","Bluffing, Political",Leo Colovini,https://boardgamegeek.com/boardgame/854/doge
2484,Dark Tales,2.0,4.0,30.0,2014.0,"Hand Management, Set Collection",Card Game,Pierluca Zizzi,https://boardgamegeek.com/boardgame/166158/dark-tales
2485,Bugs in the Kitchen,2.0,4.0,20.0,2013.0,Dice Rolling,"Action / Dexterity, Children's Game, Electronic",Peter-Paul Joopen,https://boardgamegeek.com/boardgame/137909/bugs-kitchen
2486,Funkenschlag: EnBW,2.0,6.0,120.0,2007.0,"Auction/Bidding, Route/Network Building","Economic, Industry / Manufacturing",Friedemann Friese,https://boardgamegeek.com/boardgame/33434/funkenschlag-enbw
2487,Master of Orion: The Board Game,2.0,4.0,60.0,2016.0,"Hand Management, Variable Player Powers","Card Game, Economic, Science Fiction, Video Game Theme","Ekaterina Gorn, Igor Sklyuev",https://boardgamegeek.com/boardgame/193322/master-orion-board-game
2488,Gambit 7,3.0,21.0,15.0,2008.0,Betting/Wagering,"Bluffing, Party Game, Trivia",Dominic Crapuchettes,https://boardgamegeek.com/boardgame/47046/gambit-7
2489,Vs System 2PCG: The Marvel Battles,2.0,4.0,60.0,2015.0,"Hand Management, Variable Player Powers","Card Game, Comic Book / Strip, Fighting","Ben Cichoski, Daniel Mandel",https://boardgamegeek.com/boardgame/178892/vs-system-2pcg-marvel-battles
2490,Western Town,2.0,4.0,90.0,2005.0,"Dice Rolling, Hand Management, Simultaneous Action Selection","American West, City Building",Olivier Warnier,https://boardgamegeek.com/boardgame/19358/western-town
2491,Hoplomachus: Origins,1.0,2.0,30.0,2015.0,"Area Enclosure, Deck / Pool Building, Dice Rolling, Hand Management","Dice, Fighting, Wargame","Adam Carlson, Josh J. Carlson",https://boardgamegeek.com/boardgame/176524/hoplomachus-origins
2492,Cockroach Salad,2.0,6.0,20.0,2007.0,Pattern Recognition,"Action / Dexterity, Card Game, Humor, Real-time",Jacques Zeimet,https://boardgamegeek.com/boardgame/32341/cockroach-salad
2493,Cosmic Eidex,3.0,3.0,60.0,1998.0,"Trick-taking, Variable Player Powers",Card Game,Urs Hostettler,https://boardgamegeek.com/boardgame/1002/cosmic-eidex
2494,Dungeoneer: Vault of the Fiends,2.0,4.0,30.0,2003.0,"Action Point Allowance System, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers","Adventure, Card Game, Dice, Exploration, Fantasy",Thomas Denmark,https://boardgamegeek.com/boardgame/8207/dungeoneer-vault-fiends
2495,"But Wait, There's More!",3.0,10.0,30.0,2011.0,"Acting, Storytelling","Party Game, Print & Play","Jay Cormier, Sen-Foong Lim",https://boardgamegeek.com/boardgame/114438/wait-theres-more
2496,Hex,2.0,2.0,20.0,1942.0,Pattern Building,Abstract Strategy,"Piet Hein, John Nash",https://boardgamegeek.com/boardgame/4112/hex
2497,Fresh Fish,2.0,5.0,45.0,2014.0,"Auction/Bidding, Tile Placement",City Building,Friedemann Friese,https://boardgamegeek.com/boardgame/164698/fresh-fish
2498,Seven Dragons,2.0,5.0,20.0,2011.0,"Hand Management, Tile Placement","Abstract Strategy, Card Game, Fantasy",Andrew Looney,https://boardgamegeek.com/boardgame/98085/seven-dragons
2499,Gipsy King,2.0,5.0,30.0,2007.0,"Area Control / Area Influence, Modular Board, Route/Network Building",Abstract Strategy,Corné van Moorsel,https://boardgamegeek.com/boardgame/32382/gipsy-king
2500,Igloo Pop,2.0,6.0,20.0,2003.0,"Betting/Wagering, Simultaneous Action Selection","Action / Dexterity, Children's Game","Heinz Meister, Klaus Zoch",https://boardgamegeek.com/boardgame/8668/igloo-pop
2501,1844: Switzerland,3.0,7.0,300.0,2003.0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains","Peter Minder, Helmut Ohley",https://boardgamegeek.com/boardgame/7935/1844-switzerland
2502,Trekking the National Parks,2.0,6.0,60.0,2014.0,"Card Drafting, Hand Management, Point to Point Movement, Set Collection","Educational, Environmental, Travel",Charlie Bink,https://boardgamegeek.com/boardgame/154428/trekking-national-parks
2503,Siam,2.0,2.0,15.0,2005.0,Grid Movement,"Abstract Strategy, Animals",Didier Dhorbait,https://boardgamegeek.com/boardgame/20782/siam
2504,Zooloretto Junior,2.0,5.0,30.0,2010.0,"Set Collection, Tile Placement","Animals, Children's Game",Michael Schacht,https://boardgamegeek.com/boardgame/66120/zooloretto-junior
2505,Master Thieves,2.0,8.0,60.0,2004.0,"Memory, Simultaneous Action Selection, Variable Player Powers","Deduction, Memory",Czarnè,https://boardgamegeek.com/boardgame/10947/master-thieves
2506,Dark Gothic,2.0,6.0,45.0,2014.0,Deck / Pool Building,"Card Game, Horror",Jason C. Hill,https://boardgamegeek.com/boardgame/146784/dark-gothic
2507,Bring Your Own Book,3.0,8.0,60.0,2015.0,Simultaneous Action Selection,"Card Game, Humor, Party Game",Matthew Moore,https://boardgamegeek.com/boardgame/173441/bring-your-own-book
2508,Unlock! The House on the Hill,1.0,6.0,60.0,2017.0,"Co-operative Play, Storytelling","Card Game, Exploration, Game System, Puzzle, Real-time",none,https://boardgamegeek.com/boardgame/230303/unlock-house-hill
2509,Giro Galoppo,2.0,5.0,30.0,2006.0,none,"Animals, Children's Game, Racing",Jürgen P. Grunau,https://boardgamegeek.com/boardgame/21985/giro-galoppo
2510,Gustav Adolf the Great: With God and Victorious Arms,2.0,2.0,300.0,2006.0,"Dice Rolling, Hex-and-Counter","Pike and Shot, Wargame",Ben Hull,https://boardgamegeek.com/boardgame/18746/gustav-adolf-great-god-and-victorious-arms
2511,Chicken Caesar,3.0,6.0,90.0,2012.0,"Area Control / Area Influence, Voting","Ancient, Humor, Negotiation, Political","Bryan Fischer, John Sizemore",https://boardgamegeek.com/boardgame/88513/chicken-caesar
2512,Munchkin Marvel,3.0,6.0,120.0,2016.0,"Dice Rolling, Hand Management, Take That, Variable Player Powers","Card Game, Comic Book / Strip, Fighting",Andrew Wolf,https://boardgamegeek.com/boardgame/189848/munchkin-marvel
2513,Super Fantasy: Ugly Snouts Assault,1.0,6.0,90.0,2013.0,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers","Exploration, Fantasy, Fighting, Humor",Marco Valtriani,https://boardgamegeek.com/boardgame/147747/super-fantasy-ugly-snouts-assault
2514,1936: Guerra Civil,2.0,2.0,90.0,2006.0,"Card Drafting, Hand Management, Simulation","Card Game, Civil War, Political, Wargame",Arturo Garcia,https://boardgamegeek.com/boardgame/27680/1936-guerra-civil
2515,Exoplanets,2.0,4.0,60.0,2015.0,"Area Control / Area Influence, Card Drafting, Hand Management, Tile Placement","Science Fiction, Territory Building",Przemys?aw ?wierczy?ski,https://boardgamegeek.com/boardgame/163976/exoplanets
2516,Hell's Highway,2.0,2.0,360.0,1983.0,Hex-and-Counter,"Wargame, World War II",John H. Butterfield,https://boardgamegeek.com/boardgame/2077/hells-highway
2517,Folklore: The Affliction,1.0,5.0,120.0,2017.0,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Adventure, Horror, Miniatures","Nick Blain, Will Donovan",https://boardgamegeek.com/boardgame/159504/folklore-affliction
2518,Pecking Order,2.0,2.0,20.0,1998.0,"Auction/Bidding, Rock-Paper-Scissors","Animals, Bluffing, Card Game",Richard Garfield,https://boardgamegeek.com/boardgame/22347/pecking-order
2519,Saratoga,2.0,2.0,180.0,1998.0,Hex-and-Counter,"Age of Reason, American Revolutionary War, Wargame",Mark Miklos,https://boardgamegeek.com/boardgame/3413/saratoga
2520,The Longest Day,2.0,8.0,5400.0,1979.0,"Co-operative Play, Dice Rolling, Hex-and-Counter","Wargame, World War II",Randall C. Reed,https://boardgamegeek.com/boardgame/5651/longest-day
2521,Crossing,3.0,6.0,15.0,2013.0,"Set Collection, Simultaneous Action Selection","Bluffing, Party Game",Yoshiteru Shinohara,https://boardgamegeek.com/boardgame/172971/crossing
2522,Mage Knight Dungeons,2.0,4.0,60.0,2002.0,"Action Point Allowance System, Modular Board, Role Playing, Tile Placement, Variable Player Powers","Adventure, Collectible Components, Exploration, Fantasy, Fighting, Maze, Miniatures","Kevin Barrett, Michael Mulvihill, Jordan Weisman",https://boardgamegeek.com/boardgame/2876/mage-knight-dungeons
2523,Wooly Bully,2.0,4.0,30.0,2002.0,"Area Enclosure, Hand Management, Tile Placement","Animals, Bluffing, Farming, Puzzle",Philippe des Pallières,https://boardgamegeek.com/boardgame/3243/wooly-bully
2524,Traditional Card Games,0.0,0.0,0.0,0.0,none,"Card Game, Game System",(Uncredited),https://boardgamegeek.com/boardgame/21804/traditional-card-games
2525,18OE: On the Rails of the Orient Express,2.0,8.0,720.0,2014.0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Edward Sindelar,https://boardgamegeek.com/boardgame/96026/18oe-rails-orient-express
2526,Freedom in the Galaxy,2.0,2.0,120.0,1979.0,"Action Point Allowance System, Area Movement, Secret Unit Deployment","Movies / TV / Radio theme, Political, Science Fiction, Wargame","Howard Barasch, John H. Butterfield",https://boardgamegeek.com/boardgame/1717/freedom-galaxy
2527,Doctor Who: Solitaire Story Game,1.0,1.0,45.0,2009.0,Dice Rolling,"Movies / TV / Radio theme, Print & Play, Science Fiction",Simon Cogan,https://boardgamegeek.com/boardgame/42142/doctor-who-solitaire-story-game
2528,Mhing,2.0,6.0,60.0,1982.0,Set Collection,Card Game,Robert Sun,https://boardgamegeek.com/boardgame/1452/mhing
2529,Grog Island,2.0,4.0,75.0,2014.0,"Auction/Bidding, Dice Rolling, Set Collection, Trading","Dice, Economic, Pirates",Michael Rieneck,https://boardgamegeek.com/boardgame/163931/grog-island
2530,Stellar Conflict,2.0,4.0,10.0,2015.0,"Tile Placement, Variable Player Powers","Action / Dexterity, Card Game, Fighting, Real-time, Science Fiction","James Ernest, Tom Jolly",https://boardgamegeek.com/boardgame/179835/stellar-conflict
2531,"Going, Going, GONE!",2.0,6.0,20.0,2013.0,"Auction/Bidding, Set Collection","Action / Dexterity, Party Game, Real-time",Scott Nicholson,https://boardgamegeek.com/boardgame/144761/going-going-gone
2532,Tanz der Hornochsen!,2.0,8.0,30.0,2004.0,Simultaneous Action Selection,"Animals, Humor",Wolfgang Kramer,https://boardgamegeek.com/boardgame/13005/tanz-der-hornochsen
2533,Martian Rails,2.0,6.0,180.0,2009.0,"Commodity Speculation, Crayon Rail System, Line Drawing, Pick-up and Deliver, Route/Network Building","Economic, Science Fiction, Trains, Transportation",M. Robert Stribula,https://boardgamegeek.com/boardgame/42929/martian-rails
2534,Icehouse,3.0,5.0,20.0,1989.0,none,"Abstract Strategy, Game System, Real-time","John Cooper, Andrew Looney",https://boardgamegeek.com/boardgame/225/icehouse
2535,Der schwarze Pirat,2.0,4.0,15.0,2006.0,"Dice Rolling, Point to Point Movement","Action / Dexterity, Children's Game, Nautical, Pirates",Guido Hoffmann,https://boardgamegeek.com/boardgame/23890/der-schwarze-pirat
2536,Big Boss,2.0,6.0,90.0,1994.0,Stock Holding,Economic,Wolfgang Kramer,https://boardgamegeek.com/boardgame/313/big-boss
2537,VOLT: Robot Battle Arena,2.0,4.0,30.0,2014.0,"Action / Movement Programming, Grid Movement, Variable Player Powers","Fighting, Miniatures, Science Fiction",Emerson Matsuuchi,https://boardgamegeek.com/boardgame/143981/volt-robot-battle-arena
2538,King's Breakfast,3.0,5.0,15.0,2003.0,"Card Drafting, Set Collection",Card Game,"Alan R. Moon, Aaron Weissblum",https://boardgamegeek.com/boardgame/6263/kings-breakfast
2539,Monty Python Fluxx,2.0,6.0,40.0,2008.0,"Hand Management, Set Collection, Singing","Card Game, Humor, Movies / TV / Radio theme",Andrew Looney,https://boardgamegeek.com/boardgame/36345/monty-python-fluxx
2540,Dungeoneer: Tomb of the Lich Lord,2.0,4.0,60.0,2003.0,"Action Point Allowance System, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers","Adventure, Card Game, Dice, Exploration, Fantasy",Thomas Denmark,https://boardgamegeek.com/boardgame/5576/dungeoneer-tomb-lich-lord
