id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
3136,Paul,Rand,112.0,2011.0,KY,Senate,0.0,Republican,2010.0,Male,6.0,Caucasian,38.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/p000603_200.jpg
3137,Paulsen,Erik,112.0,2011.0,MN,House of Representative,3.0,Republican,2008.0,Male,8.0,Caucasian,33.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/p000594_200.jpg
3138,Payne,Donald,112.0,2011.0,NJ,House of Representative,10.0,Democrat,1988.0,Male,13.0,African-American,11.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/p000149_200.jpg
3139,Pearce,Stevan,112.0,2011.0,NM,House of Representative,2.0,Republican,2010.0,Male,3.0,Caucasian,17.0,5.0,2.0,2.0,0.0,https://www.congress.gov/img/member/p000588_200.jpg
3140,Pelosi,Nancy,112.0,2011.0,CA,House of Representative,8.0,Democrat,1987.0,Female,53.0,Caucasian,7.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_12_pelosi_nancy_200.jpg
3141,Pence,Mike,112.0,2011.0,IN,House of Representative,6.0,Republican,2000.0,Male,9.0,Caucasian,5.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000587_200.jpg
3142,Perlmutter,Ed,112.0,2011.0,CO,House of Representative,7.0,Democrat,2006.0,Male,7.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_co_7_perlmutter_ed_200.jpg
3143,Peters,Gary,112.0,2011.0,MI,House of Representative,9.0,Democrat,2008.0,Male,15.0,Caucasian,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000595_200.jpg
3144,Peterson,Collin,112.0,2011.0,MN,House of Representative,7.0,Democrat,1990.0,Male,8.0,Caucasian,4.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/p000258_200.jpg
3145,Petri,Thomas,112.0,2011.0,WI,House of Representative,6.0,Republican,1979.0,Male,8.0,Caucasian,16.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000265_200.jpg
3146,Pierluisi,Pedro,112.0,2011.0,PR,House of Representative,1.0,Democrat,2008.0,Male,1.0,Latino/a,21.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/p000596_200.jpg
3147,Pingree,Chellie,112.0,2011.0,ME,House of Representative,1.0,Democrat,2008.0,Female,2.0,Caucasian,12.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_me_1_pingree_chellie_200.jpg
3148,Pitts,Joseph,112.0,2011.0,PA,House of Representative,16.0,Republican,1996.0,Male,19.0,Caucasian,8.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/p000373_200.jpg
3149,Platts,Todd,112.0,2011.0,PA,House of Representative,19.0,Republican,2000.0,Male,19.0,Caucasian,7.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/p000585_200.jpg
3150,Poe,Ted,112.0,2011.0,TX,House of Representative,2.0,Republican,2004.0,Male,32.0,Caucasian,34.0,5.0,4.0,3.0,2.0,https://www.congress.gov/img/member/p000592_200.jpg
3151,Polis,Jared,112.0,2011.0,CO,House of Representative,2.0,Democrat,2008.0,Male,7.0,Caucasian,30.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/p000598_200.jpg
3152,Pompeo,Mike,112.0,2011.0,KS,House of Representative,4.0,Republican,2010.0,Male,4.0,Caucasian,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000602_200.jpg
3153,Portman,Rob,112.0,2011.0,OH,Senate,0.0,Republican,2010.0,Male,18.0,Caucasian,19.0,4.0,1.0,1.0,0.0,https://www.congress.gov/img/member/p000449_200.jpg
3154,Posey,Bill,112.0,2011.0,FL,House of Representative,15.0,Republican,2008.0,Male,25.0,Caucasian,22.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_fl_8_posey_bill_200.jpg
3155,Price,David,112.0,2011.0,NC,House of Representative,4.0,Democrat,1996.0,Male,13.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_nc_4_price_david_200.jpg
3156,Price,Tom,112.0,2011.0,GA,House of Representative,6.0,Republican,2004.0,Male,13.0,Caucasian,11.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/p000591_200.jpg
3157,Pryor,Mark,112.0,2011.0,AR,Senate,0.0,Democrat,2002.0,Male,4.0,Caucasian,56.0,7.0,3.0,0.0,0.0,https://www.congress.gov/img/member/p000590_200.jpg
3158,Quayle,Benjamin,112.0,2011.0,AZ,House of Representative,3.0,Republican,2010.0,Male,8.0,Caucasian,12.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/q000024_200.jpg
3159,Quigley,Mike,112.0,2011.0,IL,House of Representative,5.0,Democrat,2009.0,Male,18.0,Caucasian,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_il_5_quigley_mike_200.jpg
3160,Rahall,Nick,112.0,2011.0,WV,House of Representative,3.0,Democrat,1976.0,Male,3.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000011_200.jpg
3161,Rangel,Charles,112.0,2011.0,NY,House of Representative,15.0,Democrat,1970.0,Male,29.0,African-American,18.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/r000053_200.jpg
3162,Reed,Tom,112.0,2011.0,NY,House of Representative,29.0,Republican,2010.0,Male,29.0,Caucasian,38.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_23_reed_tom_200.jpg
3163,Reed,Jack,112.0,2011.0,RI,Senate,0.0,Democrat,1996.0,Male,2.0,Caucasian,35.0,3.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000122_200.jpg
3164,Rehberg,Denny,112.0,2011.0,MT,House of Representative,1.0,Republican,2000.0,Male,1.0,Caucasian,19.0,4.0,2.0,1.0,1.0,https://www.congress.gov/img/member/112_rp_mt_0_rehberg_denny_200.jpg
3165,Reichert,David,112.0,2011.0,WA,House of Representative,8.0,Republican,2004.0,Male,9.0,Caucasian,24.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/r000578_200.jpg
3166,Reid,Harry,112.0,2011.0,NV,Senate,0.0,Democrat,1986.0,Male,3.0,Caucasian,36.0,5.0,9.0,2.0,1.0,https://www.congress.gov/img/member/r000146_200.jpg
3167,Renacci,James,112.0,2011.0,OH,House of Representative,16.0,Republican,2010.0,Male,18.0,Caucasian,9.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_oh_16_renacci_james_200.jpg
3168,Reyes,Silvestre,112.0,2011.0,TX,House of Representative,16.0,Democrat,1996.0,Male,32.0,Latino/a,9.0,3.0,2.0,2.0,2.0,https://www.congress.gov/img/member/r000170_200.jpg
3169,Ribble,Reid,112.0,2011.0,WI,House of Representative,8.0,Republican,2010.0,Male,8.0,Caucasian,9.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/r000587_200.jpg
3170,Richardson,Laura,112.0,2011.0,CA,House of Representative,37.0,Democrat,2007.0,Female,53.0,African-American,47.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/r000581_200.jpg
3171,Richmond,Cedric,112.0,2011.0,LA,House of Representative,2.0,Democrat,2010.0,Male,7.0,African-American,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_la_2_richmond_cedric_200.jpg
3172,Rigell,E.,112.0,2011.0,VA,House of Representative,2.0,Republican,2010.0,Male,11.0,Caucasian,12.0,1.0,2.0,2.0,1.0,https://www.congress.gov/img/member/r000589_200.jpg
3173,Risch,James,112.0,2011.0,ID,Senate,0.0,Republican,2008.0,Male,2.0,Caucasian,3.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/r000584_200.jpg
3174,Rivera,David,112.0,2011.0,FL,House of Representative,25.0,Republican,2010.0,Male,25.0,Caucasian,7.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000590_200.jpg
3175,Roberts,Pat,112.0,2011.0,KS,Senate,0.0,Republican,1996.0,Male,4.0,Caucasian,16.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000307_200.jpg
3176,Roby,Martha,112.0,2011.0,AL,House of Representative,2.0,Republican,2010.0,Female,7.0,Caucasian,2.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_2_roby_martha_200.jpg
3177,Rockefeller,John,112.0,2011.0,WV,Senate,0.0,Democrat,1984.0,Male,3.0,Caucasian,54.0,4.0,5.0,2.0,1.0,https://www.congress.gov/img/member/r000361_200.jpg
3178,Roe,David,112.0,2011.0,TN,House of Representative,1.0,Republican,2008.0,Male,9.0,Caucasian,22.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tn_1_roe_david_200.jpg
3179,Rogers,Harold,112.0,2011.0,KY,House of Representative,5.0,Republican,1980.0,Male,6.0,Caucasian,8.0,0.0,4.0,4.0,4.0,https://www.congress.gov/img/member/r000395_200.jpg
3180,Rogers,Mike,112.0,2011.0,MI,House of Representative,8.0,Republican,2000.0,Male,15.0,Caucasian,17.0,6.0,7.0,6.0,2.0,https://www.congress.gov/img/member/r000572_200.jpg
3181,Rogers,Mike,112.0,2011.0,AL,House of Representative,3.0,Republican,2002.0,Male,7.0,Caucasian,4.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_3_rogers_mike_200.jpg
3182,Rohrabacher,Dana,112.0,2011.0,CA,House of Representative,46.0,Republican,1988.0,Male,53.0,Caucasian,12.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000409_200.jpg
3183,Rokita,Todd,112.0,2011.0,IN,House of Representative,4.0,Republican,2010.0,Male,9.0,Caucasian,3.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_in_4_rokita_todd_200.jpg
3184,Rooney,Thomas,112.0,2011.0,FL,House of Representative,16.0,Republican,2008.0,Male,25.0,Caucasian,19.0,4.0,5.0,3.0,2.0,https://www.congress.gov/img/member/r000583_200.jpg
3185,Ros-Lehtinen,Ileana,112.0,2011.0,FL,House of Representative,18.0,Republican,1989.0,Female,25.0,Latino/a,29.0,12.0,14.0,5.0,2.0,https://www.congress.gov/img/member/r000435_200.jpg
3186,Roskam,Peter,112.0,2011.0,IL,House of Representative,6.0,Republican,2006.0,Male,18.0,Caucasian,6.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/r000580_200.jpg
3187,Ross,Mike,112.0,2011.0,AR,House of Representative,4.0,Democrat,2000.0,Male,4.0,Caucasian,29.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_rp_ar_4_ross_mike_200.jpg
3188,Ross,Dennis,112.0,2011.0,FL,House of Representative,12.0,Republican,2010.0,Male,25.0,Caucasian,10.0,3.0,3.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_fl_15_ross_dennis_200.jpg
3189,Rothman,Steven,112.0,2011.0,NJ,House of Representative,9.0,Democrat,1996.0,Male,13.0,Caucasian,15.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/r000462_200.jpg
3190,Roybal-Allard,Lucille,112.0,2011.0,CA,House of Representative,34.0,Democrat,1992.0,Female,53.0,Latino/a,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_40_roybalallard_lucille_200.jpg
3191,Royce,Edward,112.0,2011.0,CA,House of Representative,40.0,Republican,1992.0,Male,53.0,Caucasian,13.0,3.0,2.0,2.0,2.0,https://www.congress.gov/img/member/r000487_200.jpg
3192,Rubio,Marco,112.0,2011.0,FL,Senate,0.0,Republican,2010.0,Male,25.0,Latino/a,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/r000595_200.jpg
3193,Runyan,Jon,112.0,2011.0,NJ,House of Representative,3.0,Republican,2010.0,Male,13.0,Caucasian,18.0,13.0,3.0,3.0,1.0,https://www.congress.gov/img/member/r000594_200.jpg
3194,Ruppersberger,C.,112.0,2011.0,MD,House of Representative,2.0,Democrat,2002.0,Male,8.0,Caucasian,18.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_md_2_ruppersberger_c_200.jpg
3195,Rush,Bobby,112.0,2011.0,IL,House of Representative,1.0,Democrat,1992.0,Male,18.0,African-American,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_il_1_rush_bobby_200.jpg
3196,Ryan,Tim,112.0,2011.0,OH,House of Representative,17.0,Democrat,2002.0,Male,18.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_13_ryan_tim_200.jpg
3197,Ryan,Paul,112.0,2011.0,WI,House of Representative,1.0,Republican,1998.0,Male,8.0,Caucasian,3.0,2.0,3.0,2.0,0.0,https://www.congress.gov/img/member/r000570_200.jpg
3198,Sablan,Gregorio,112.0,2011.0,MP,House of Representative,1.0,Democrat,2008.0,Male,1.0,"Latino/a, Asian-American",26.0,5.0,5.0,2.0,0.0,https://www.congress.gov/img/member/114_dg_mp_sablan_gregorio_200.jpg
3199,Sanchez,Linda,112.0,2011.0,CA,House of Representative,39.0,Democrat,2002.0,Female,53.0,Latino/a,11.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_38_snchez_linda_200.jpg
3200,Sanchez,Loretta,112.0,2011.0,CA,House of Representative,47.0,Democrat,1996.0,Female,53.0,Latino/a,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000030_200.jpg
3201,Sanders,Bernard,112.0,2011.0,VT,Senate,0.0,Independent,2006.0,Male,1.0,Caucasian,28.0,4.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000033_200.jpg
3202,Sarbanes,John,112.0,2011.0,MD,House of Representative,3.0,Democrat,2006.0,Male,8.0,Caucasian,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_md_3_sarbanes_john_200.jpg
3203,Scalise,Steve,112.0,2011.0,LA,House of Representative,1.0,Republican,2008.0,Male,7.0,Caucasian,14.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_la_1_scalise_steve_200.jpg
3204,Schakowsky,Janice,112.0,2011.0,IL,House of Representative,9.0,Democrat,1998.0,Female,18.0,Caucasian,21.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_il_9_schakowsky_janice_200.jpg
3205,Schiff,Adam,112.0,2011.0,CA,House of Representative,29.0,Democrat,2000.0,Male,53.0,Caucasian,13.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/115_rp_ca_28_schiff_adam_200.jpg
3206,Schilling,Robert,112.0,2011.0,IL,House of Representative,17.0,Republican,2010.0,Male,18.0,Caucasian,9.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/112_rp_il_17_schilling_robert_200.jpg
3207,Schmidt,Jean,112.0,2011.0,OH,House of Representative,2.0,Republican,2005.0,Female,18.0,Caucasian,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_schmidt_oh02_200.jpg
3208,Schock,Aaron,112.0,2011.0,IL,House of Representative,18.0,Republican,2008.0,Male,18.0,Caucasian,32.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s001179_200.jpg
3209,Schrader,Kurt,112.0,2011.0,OR,House of Representative,5.0,Democrat,2008.0,Male,5.0,Caucasian,10.0,4.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_or_5_schrader_kurt_200.jpg
3210,Schumer,Charles,112.0,2011.0,NY,Senate,0.0,Democrat,1998.0,Male,29.0,Latino/a,134.0,14.0,9.0,2.0,1.0,https://www.congress.gov/img/member/s000148_200.jpg
3211,Schwartz,Allyson,112.0,2011.0,PA,House of Representative,13.0,Democrat,2004.0,Female,19.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001162_200.jpg
3212,Schweikert,David,112.0,2011.0,AZ,House of Representative,5.0,Republican,2010.0,Male,8.0,Caucasian,14.0,3.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_az_6_schweikert_david_200.jpg
3213,Scott,Robert,112.0,2011.0,VA,House of Representative,3.0,Democrat,1992.0,Male,11.0,"African-American, Asian-American",33.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_va_3_scott_robert_200.jpg
3214,Scott,David,112.0,2011.0,GA,House of Representative,13.0,Democrat,2002.0,Male,13.0,African-American,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ga_13_scott_david_200.jpg
3215,Scott,Tim,112.0,2011.0,SC,House of Representative,1.0,Republican,2010.0,Male,6.0,African-American,36.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s001184_200.jpg
3216,Scott,Austin,112.0,2011.0,GA,House of Representative,8.0,Republican,2010.0,Male,13.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ga_8_scott_austin_200.jpg
3217,Sensenbrenner,F.,112.0,2011.0,WI,House of Representative,5.0,Republican,1978.0,Male,8.0,Caucasian,31.0,7.0,7.0,4.0,2.0,https://www.congress.gov/img/member/s000244_200.jpg
3218,Serrano,Jose,112.0,2011.0,NY,House of Representative,16.0,Democrat,1990.0,Male,29.0,Latino/a,17.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_15_serrano_jos_200.jpg
3219,Sessions,Pete,112.0,2011.0,TX,House of Representative,32.0,Republican,1996.0,Male,32.0,Caucasian,17.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_32_sessions_pete_200.jpg
3220,Sessions,Jeff,112.0,2011.0,AL,Senate,0.0,Republican,1996.0,Male,7.0,Caucasian,6.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s001141_200.jpg
3221,Sewell,Terri,112.0,2011.0,AL,House of Representative,7.0,Democrat,2010.0,Female,7.0,African-American,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_7_sewell_terri_200.jpg
3222,Shaheen,Jeanne,112.0,2011.0,NH,Senate,0.0,Democrat,2008.0,Female,2.0,Caucasian,15.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s001181_200.jpg
3223,Shelby,Richard,112.0,2011.0,AL,Senate,0.0,Republican,1986.0,Male,7.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000320_200.jpg
3224,Sherman,Brad,112.0,2011.0,CA,House of Representative,27.0,Democrat,1996.0,Male,53.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000344_200.jpg
3225,Shimkus,John,112.0,2011.0,IL,House of Representative,19.0,Republican,1996.0,Male,18.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_il_15_shimkus_john_200.jpg
3226,Shuler,Heath,112.0,2011.0,NC,House of Representative,11.0,Democrat,2006.0,Male,13.0,Caucasian,13.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s001171_200.jpg
3227,Shuster,Bill,112.0,2011.0,PA,House of Representative,9.0,Republican,2001.0,Male,19.0,Caucasian,6.0,1.0,2.0,2.0,2.0,https://www.congress.gov/img/member/s001154_200.jpg
3228,Simpson,Michael,112.0,2011.0,ID,House of Representative,2.0,Republican,1998.0,Male,2.0,Caucasian,10.0,3.0,3.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_id_2_simpson_michael_200.jpg
3229,Sires,Albio,112.0,2011.0,NJ,House of Representative,13.0,Democrat,2006.0,Male,13.0,Latino/a,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_nj_8_sires_albio_200.jpg
3230,Slaughter,Louise,112.0,2011.0,NY,House of Representative,28.0,Democrat,1986.0,Female,29.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000480_200.jpg
3231,Smith,Adam,112.0,2011.0,WA,House of Representative,9.0,Democrat,1996.0,Male,9.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_wa_9_smith_adam_200.jpg
3232,Smith,Christopher,112.0,2011.0,NJ,House of Representative,4.0,Republican,1980.0,Male,13.0,Caucasian,29.0,7.0,7.0,4.0,2.0,https://www.congress.gov/img/member/s000522_200.jpg
3233,Smith,Adrian,112.0,2011.0,NE,House of Representative,3.0,Republican,2006.0,Male,3.0,Caucasian,6.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ne_3_smith_adrian_200.jpg
3234,Smith,Lamar,112.0,2011.0,TX,House of Representative,21.0,Republican,1986.0,Male,32.0,Caucasian,36.0,27.0,27.0,20.0,9.0,https://www.congress.gov/img/member/s000583_200.jpg
3235,Snowe,Olympia,112.0,2011.0,ME,Senate,0.0,Republican,1994.0,Female,2.0,Caucasian,46.0,4.0,3.0,2.0,1.0,https://www.congress.gov/img/member/s000663_200.jpg
3236,Southerland,Steve,112.0,2011.0,FL,House of Representative,2.0,Republican,2010.0,Male,25.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001186_200.jpg
3237,Speier,Jackie,112.0,2011.0,CA,House of Representative,12.0,Democrat,2008.0,Female,53.0,Caucasian,20.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_14_speier_jackie_200.jpg
3238,Stabenow,Debbie,112.0,2011.0,MI,Senate,0.0,Democrat,2000.0,Female,15.0,Caucasian,35.0,2.0,5.0,2.0,1.0,https://www.congress.gov/img/member/s000770_200.jpg
3239,Stark,Fortney,112.0,2011.0,CA,House of Representative,13.0,Democrat,1972.0,Male,53.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000810_200.jpg
3240,Stearns,Cliff,112.0,2011.0,FL,House of Representative,6.0,Republican,1988.0,Male,25.0,Caucasian,23.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s000822_200.jpg
3241,Stivers,Steve,112.0,2011.0,OH,House of Representative,15.0,Republican,2010.0,Male,18.0,Caucasian,23.0,9.0,3.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_oh_15_stivers_steve_200.jpg
3242,Stutzman,Marlin,112.0,2011.0,IN,House of Representative,3.0,Republican,2010.0,Male,9.0,Caucasian,12.0,7.0,3.0,3.0,1.0,https://www.congress.gov/img/member/s001188_200.jpg
3243,Sullivan,John,112.0,2011.0,OK,House of Representative,1.0,Republican,2002.0,Male,5.0,Caucasian,15.0,3.0,2.0,2.0,0.0,https://www.congress.gov/img/member/s001155_200.jpg
3244,Sutton,Betty,112.0,2011.0,OH,House of Representative,13.0,Democrat,2006.0,Female,18.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001174_200.jpg
3245,Terry,Lee,112.0,2011.0,NE,House of Representative,2.0,Republican,1998.0,Male,3.0,Caucasian,11.0,3.0,2.0,1.0,0.0,https://www.congress.gov/img/member/t000459_200.jpg
3246,Tester,Jon,112.0,2011.0,MT,Senate,0.0,Democrat,2006.0,Male,1.0,Caucasian,59.0,19.0,5.0,2.0,2.0,https://www.congress.gov/img/member/t000464_200.jpg
3247,Thompson,Mike,112.0,2011.0,CA,House of Representative,1.0,Democrat,1998.0,Male,53.0,Caucasian,12.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ca_5_thompson_mike_200.jpg
3248,Thompson,Bennie,112.0,2011.0,MS,House of Representative,2.0,Democrat,1993.0,Male,4.0,African-American,18.0,4.0,4.0,3.0,2.0,https://www.congress.gov/img/member/t000193_200.jpg
3249,Thompson,Glenn,112.0,2011.0,PA,House of Representative,5.0,Republican,2008.0,Male,19.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_pa_5_thompson_glenn_200.jpg
3250,Thornberry,Mac,112.0,2011.0,TX,House of Representative,13.0,Republican,1994.0,Male,32.0,Caucasian,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_13_thornberry_mac_200.jpg
3251,Thune,John,112.0,2011.0,SD,Senate,0.0,Republican,2004.0,Male,1.0,Caucasian,22.0,3.0,2.0,2.0,2.0,https://www.congress.gov/img/member/t000250_200.jpg
3252,Tiberi,Patrick,112.0,2011.0,OH,House of Representative,12.0,Republican,2000.0,Male,18.0,Caucasian,11.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000462_200.jpg
3253,Tierney,John,112.0,2011.0,MA,House of Representative,6.0,Democrat,1996.0,Male,10.0,Caucasian,13.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/t000266_200.jpg
3254,Tipton,Scott,112.0,2011.0,CO,House of Representative,3.0,Republican,2010.0,Male,7.0,Caucasian,14.0,5.0,5.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_co_3_tipton_scott_200.jpg
3255,Tonko,Paul,112.0,2011.0,NY,House of Representative,21.0,Democrat,2008.0,Male,29.0,Caucasian,19.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_20_tonko_paul_200.jpg
3256,Toomey,Patrick,112.0,2011.0,PA,Senate,0.0,Republican,2010.0,Male,19.0,Caucasian,21.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000461_200.jpg
3257,Towns,Edolphus,112.0,2011.0,NY,House of Representative,10.0,Democrat,1982.0,Male,29.0,African-American,16.0,2.0,2.0,1.0,1.0,https://www.congress.gov/img/member/t000326_200.jpg
3258,Tsongas,Niki,112.0,2011.0,MA,House of Representative,5.0,Democrat,2007.0,Female,10.0,Caucasian,12.0,2.0,2.0,1.0,1.0,https://www.congress.gov/img/member/t000465_200.jpg
